countrycode,year,rgdpo,pop,hc,cn,region
CYP,2016,26193.916,.8515999999999999,2.8424044,204635.17,Europe & Central Asia
CYP,2017,26715.973,.854802,2.8629184,209223.36,Europe & Central Asia
CYP,2018,26906.848,.861749,2.8835807,211874.41,Europe & Central Asia
CYP,2019,28053.969,.8684949999999999,2.904392,214205.06,Europe & Central Asia
CZE,1950,,,,,Europe & Central Asia
CZE,1951,,,,,Europe & Central Asia
CZE,1952,,,,,Europe & Central Asia
CZE,1953,,,,,Europe & Central Asia
CZE,1954,,,,,Europe & Central Asia
CZE,1955,,,,,Europe & Central Asia
CZE,1956,,,,,Europe & Central Asia
CZE,1957,,,,,Europe & Central Asia
CZE,1958,,,,,Europe & Central Asia
CZE,1959,,,,,Europe & Central Asia
CZE,1960,,,,,Europe & Central Asia
CZE,1961,,,,,Europe & Central Asia
CZE,1962,,,,,Europe & Central Asia
CZE,1963,,,,,Europe & Central Asia
CZE,1964,,,,,Europe & Central Asia
CZE,1965,,,,,Europe & Central Asia
CZE,1966,,,,,Europe & Central Asia
CZE,1967,,,,,Europe & Central Asia
CZE,1968,,,,,Europe & Central Asia
CZE,1969,,,,,Europe & Central Asia
CZE,1970,,,,,Europe & Central Asia
CZE,1971,,,,,Europe & Central Asia
CZE,1972,,,,,Europe & Central Asia
CZE,1973,,,,,Europe & Central Asia
CZE,1974,,,,,Europe & Central Asia
CZE,1975,,,,,Europe & Central Asia
CZE,1976,,,,,Europe & Central Asia
CZE,1977,,,,,Europe & Central Asia
CZE,1978,,,,,Europe & Central Asia
CZE,1979,,,,,Europe & Central Asia
CZE,1980,,,,,Europe & Central Asia
CZE,1981,,,,,Europe & Central Asia
CZE,1982,,,,,Europe & Central Asia
CZE,1983,,,,,Europe & Central Asia
CZE,1984,,,,,Europe & Central Asia
CZE,1985,,,,,Europe & Central Asia
CZE,1986,,,,,Europe & Central Asia
CZE,1987,,,,,Europe & Central Asia
CZE,1988,,,,,Europe & Central Asia
CZE,1989,,,,,Europe & Central Asia
CZE,1990,250625.66,10.340875,3.1143918,1184608.3,Europe & Central Asia
CZE,1991,211435.64,10.346452,3.1650066,1180150.3,Europe & Central Asia
CZE,1992,209714.08,10.353028,3.2164435,1263623,Europe & Central Asia
CZE,1993,212731.36,10.35869,3.2687168,1384055.8,Europe & Central Asia
CZE,1994,224292.59,10.360969,3.3218393,1501739.5,Europe & Central Asia
CZE,1995,232851.02,10.358193,3.3758254,1525247.8,Europe & Central Asia
CZE,1996,243425.28,10.350309,3.4145019,1555135,Europe & Central Asia
CZE,1997,234766.31,10.338339,3.4536211,1512860.3,Europe & Central Asia
CZE,1998,225792.23,10.323247,3.4931889,1479724.5,Europe & Central Asia
CZE,1999,224739.14,10.306411,3.5332098,1445681.9,Europe & Central Asia
CZE,2000,231523.2,10.289373,3.5736892,1421192.1,Europe & Central Asia
CZE,2001,242380.28,10.271008,3.5820525,1424213.1,Europe & Central Asia
CZE,2002,238087.02,10.252261,3.5904353,1412031.3,Europe & Central Asia
CZE,2003,249011.45,10.239136,3.5988376,1480707.3,Europe & Central Asia
CZE,2004,256095.25,10.239439,3.6072598,1499883.3,Europe & Central Asia
CZE,2005,279153.06,10.258167,3.6157014,1529614.9,Europe & Central Asia
CZE,2006,285493.88,10.298614,3.6198323,1671550.9,Europe & Central Asia
CZE,2007,310792.03,10.357538,3.6239679,1793111.4,Europe & Central Asia
CZE,2008,327105.06,10.425266,3.6281085,1954655.5,Europe & Central Asia
CZE,2009,314229.5,10.488155,3.6322534,2024680.8,Europe & Central Asia
CZE,2010,318896.56,10.536518,3.6364033,1949590.1,Europe & Central Asia
CZE,2011,328852.28,10.566517,3.6405737,2134181,Europe & Central Asia
CZE,2012,327438.34,10.581293,3.6447544,2203981.3,Europe & Central Asia
CZE,2013,323381.63,10.586533,3.6489449,2212210.3,Europe & Central Asia
CZE,2014,338200.47,10.591108,3.6531458,2254206.5,Europe & Central Asia
CZE,2015,347158.63,10.601397,3.657357,2255350,Europe & Central Asia
CZE,2016,355307.88,10.618857,3.6615782,2348605.5,Europe & Central Asia
CZE,2017,378600.09,10.641034,3.6658101,2330539.3,Europe & Central Asia
CZE,2018,391695.16,10.665677,3.6700518,2352701.3,Europe & Central Asia
CZE,2019,401072.22,10.689209,3.6743042,2375330.3,Europe & Central Asia
DEU,1950,359301.81,68.73409731172204,2.4269972,1584358,Europe & Central Asia
DEU,1951,397637.38,69.07386747802838,2.4693041,1692528.8,Europe & Central Asia
DEU,1952,434206.22,69.44882094557944,2.5123482,1824859.6,Europe & Central Asia
DEU,1953,471546.19,69.8468948682342,2.556143,1953948,Europe & Central Asia
DEU,1954,512388.25,70.26406829727897,2.5873258,2106541,Europe & Central Asia
DEU,1955,583818.13,70.6943098096432,2.6176054,2319426,Europe & Central Asia
DEU,1956,629113.75,71.13962987968375,2.6197686,2532036.8,Europe & Central Asia
DEU,1957,664996.81,71.60505469329273,2.6219335,2736036.8,Europe & Central Asia
DEU,1958,687191,72.09762091071907,2.6241002,2934807,Europe & Central Asia
DEU,1959,745472.13,72.62537042939016,2.6262686,3175653,Europe & Central Asia
DEU,1960,816785.81,73.19634514673335,2.6284389,3471944.3,Europe & Central Asia
DEU,1961,849921.38,73.80953982557024,2.655714,3761843.5,Europe & Central Asia
DEU,1962,881025.5,74.45691256847344,2.6832721,4054282.5,Europe & Central Asia
DEU,1963,901191.38,75.11534292033927,2.7111161,4326042.5,Europe & Central Asia
DEU,1964,968410.13,75.75768947735037,2.739249,4642467,Europe & Central Asia
DEU,1965,1017249.3,76.36183702158145,2.767674,4970591.5,Europe & Central Asia
DEU,1966,1045583.8,76.91974365560516,2.7963939,5269195,Europe & Central Asia
DEU,1967,1037976.6,77.43040414224308,2.8254116,5492957.5,Europe & Central Asia
DEU,1968,1098684,77.883766109711,2.8547306,5758372,Europe & Central Asia
DEU,1969,1181869.8,78.2687719490463,2.8843539,6079358.5,Europe & Central Asia
DEU,1970,1239866.6,78.578385,2.9142845,6464985,Europe & Central Asia
DEU,1971,1278896.6,78.78993899999999,2.9396884,6672266,Europe & Central Asia
DEU,1972,1340240.1,78.90181799999999,2.9653137,6640179,Europe & Central Asia
DEU,1973,1414862.4,78.93245499999999,2.9911625,6526419,Europe & Central Asia
DEU,1974,1438005.1,78.909807,3.0172365,6440148.5,Europe & Central Asia
DEU,1975,1437515.3,78.856039,3.0435379,6498482.5,Europe & Central Asia
DEU,1976,1515613.3,78.781733,3.0700684,6702033.5,Europe & Central Asia
DEU,1977,1572340.1,78.68732299999999,3.0968301,6981608.5,Europe & Central Asia
DEU,1978,1626621.8,78.57358599999999,3.1238253,7281340,Europe & Central Asia
DEU,1979,1701693.6,78.438164,3.1510558,7604244.5,Europe & Central Asia
DEU,1980,1725220,78.28309999999999,3.1785235,7856397.5,Europe & Central Asia
DEU,1981,1689161.4,78.107857,3.2028432,7978559,Europe & Central Asia
DEU,1982,1650756.9,77.926011,3.227349,7945443,Europe & Central Asia
DEU,1983,1650723.4,77.770213,3.2520423,7852832.5,Europe & Central Asia
DEU,1984,1666047.9,77.682295,3.2769244,7810456.5,Europe & Central Asia
DEU,1985,1668138.8,77.69159499999999,3.3019967,7886088,Europe & Central Asia
DEU,1986,1800300,77.806147,3.3272612,8074205,Europe & Central Asia
DEU,1987,1879877.6,78.015731,3.3527188,8340673,Europe & Central Asia
DEU,1988,1979925.4,78.307525,3.3783715,8712518,Europe & Central Asia
DEU,1989,2064584.3,78.660303,3.4042201,9188050,Europe & Central Asia
DEU,1990,2221450.3,79.053984,3.4302666,9745840,Europe & Central Asia
DEU,1991,2344616.3,79.49083499999999,3.4436352,10379337,Europe & Central Asia
DEU,1992,2428830,79.96315899999999,3.4570556,11035179,Europe & Central Asia
DEU,1993,2454800,80.428556,3.4705281,11610346,Europe & Central Asia
DEU,1994,2551067,80.832937,3.4840534,12114487,Europe & Central Asia
DEU,1995,2642739.8,81.13865899999999,3.4976315,12463160,Europe & Central Asia
DEU,1996,2678939.8,81.32366399999999,3.5112622,12701742,Europe & Central Asia
DEU,1997,2767329.5,81.39925099999999,3.5249462,12565176,Europe & Central Asia
DEU,1998,2862586,81.40267299999999,3.5386837,12452535,Europe & Central Asia
DEU,1999,2978213,81.389927,3.5524745,12308311,Europe & Central Asia
DEU,2000,3035471.8,81.400882,3.566319,12156833,Europe & Central Asia
DEU,2001,3076616,81.453885,3.5749264,11975420,Europe & Central Asia
DEU,2002,3065723,81.535122,3.5835545,11717646,Europe & Central Asia
DEU,2003,3140563.5,81.61438,3.5922034,12008162,Europe & Central Asia
DEU,2004,3231047.3,81.646474,3.6008732,12275993,Europe & Central Asia
DEU,2005,3391866.5,81.60274099999999,3.6095641,12559612,Europe & Central Asia
DEU,2006,3470312,81.47222599999999,3.6182756,13519404,Europe & Central Asia
DEU,2007,3665398.5,81.27782999999999,3.6270084,14432730,Europe & Central Asia
DEU,2008,3750630.8,81.065752,3.6357622,15340329,Europe & Central Asia
DEU,2009,3498118,80.89996099999999,3.6445372,15955056,Europe & Central Asia
DEU,2010,3672402,80.82700199999999,3.6533332,16566225,Europe & Central Asia
DEU,2011,3861188.3,80.855632,3.6557763,17233948,Europe & Central Asia
DEU,2012,3830993.3,80.972628,3.6582205,18135912,Europe & Central Asia
DEU,2013,3839727.8,81.17436699999999,3.6606667,18967338,Europe & Central Asia
DEU,2014,3973957.8,81.450378,3.6631145,19777244,Europe & Central Asia
DEU,2015,3931076.8,81.78741099999999,3.6655641,19994848,Europe & Central Asia
DEU,2016,4048522.8,82.19376799999999,3.668015,20227082,Europe & Central Asia
DEU,2017,4236518.5,82.65840899999999,3.6704676,20453238,Europe & Central Asia
DEU,2018,4263030.5,83.12441799999999,3.6729221,20650968,Europe & Central Asia
DEU,2019,4275312,83.517045,3.6753778,20907856,Europe & Central Asia
DJI,1950,,,,,Middle East & North Africa
DJI,1951,,,,,Middle East & North Africa
DJI,1952,,,,,Middle East & North Africa
DJI,1953,,,,,Middle East & North Africa
DJI,1954,,,,,Middle East & North Africa
DJI,1955,,,,,Middle East & North Africa
DJI,1956,,,,,Middle East & North Africa
DJI,1957,,,,,Middle East & North Africa
DJI,1958,,,,,Middle East & North Africa
DJI,1959,,,,,Middle East & North Africa
DJI,1960,,,,,Middle East & North Africa
DJI,1961,,,,,Middle East & North Africa
DJI,1962,,,,,Middle East & North Africa
DJI,1963,,,,,Middle East & North Africa
DJI,1964,,,,,Middle East & North Africa
DJI,1965,,,,,Middle East & North Africa
DJI,1966,,,,,Middle East & North Africa
DJI,1967,,,,,Middle East & North Africa
DJI,1968,,,,,Middle East & North Africa
DJI,1969,,,,,Middle East & North Africa
DJI,1970,1460.4236,.159659,,642.10596,Middle East & North Africa
DJI,1971,1548.1038,.169372,,658.19409,Middle East & North Africa
DJI,1972,1611.4456,.179224,,674.2356,Middle East & North Africa
DJI,1973,1679.124,.190568,,693.27954,Middle East & North Africa
DJI,1974,1613.1298,.205181,,710.36719,Middle East & North Africa
DJI,1975,1840.9603,.224183,,729.52686,Middle East & North Africa
DJI,1976,1922.5453,.248556,,762.88947,Middle East & North Africa
DJI,1977,1697.9305,.277479,,776.87976,Middle East & North Africa
DJI,1978,1764.0247,.308008,,785.32678,Middle East & North Africa
DJI,1979,1754.8906,.336085,,813.67694,Middle East & North Africa
DJI,1980,1833.3271,.35896,,847.86719,Middle East & North Africa
DJI,1981,1855.6543,.374937,,886.3064,Middle East & North Africa
DJI,1982,1984.8403,.385271,,988.06812,Middle East & North Africa
DJI,1983,1992.5438,.393802,,1086.8806,Middle East & North Africa
DJI,1984,1975.162,.406017,,1184.4545,Middle East & North Africa
DJI,1985,1825.827,.425613,,1265.3507,Middle East & North Africa
DJI,1986,1765.606,.454361,,1300.3824,Middle East & North Africa
DJI,1987,1792.9177,.49033,,1350.6565,Middle East & North Africa
DJI,1988,1823.3883,.528999,,1412.9418,Middle East & North Africa
DJI,1989,1727.0538,.5638639999999999,,1460.6039,Middle East & North Africa
DJI,1990,1666.0906,.590398,,1511.9408,Middle East & North Africa
DJI,1991,1576.7025,.6068439999999999,,1602.4824,Middle East & North Africa
DJI,1992,1944.4495,.615054,,1707.4392,Middle East & North Africa
DJI,1993,2489.5151,.618495,,1828.0164,Middle East & North Africa
DJI,1994,1725.8218,.622366,,1927.4617,Middle East & North Africa
DJI,1995,2105.6018,.6303879999999999,,2003.6222,Middle East & North Africa
DJI,1996,1824.6594,.6436539999999999,,2066.0796,Middle East & North Africa
DJI,1997,1973.9137,.660863,,2161.6226,Middle East & North Africa
DJI,1998,1943.6332,.6804629999999999,,2275.5562,Middle East & North Africa
DJI,1999,2060.4841,.699975,,2268.5916,Middle East & North Africa
DJI,2000,2083.7883,.717584,,2281.1487,Middle East & North Africa
DJI,2001,2078.042,.733015,,2331.9441,Middle East & North Africa
DJI,2002,2015.8296,.746942,,2460.4529,Middle East & North Africa
DJI,2003,2191.635,.759641,,2738.2659,Middle East & North Africa
DJI,2004,2267.1345,.7716029999999999,,2963.4551,Middle East & North Africa
DJI,2005,2421.2109,.783254,,3348.0049,Middle East & North Africa
DJI,2006,2921.5325,.794563,,4189.2559,Middle East & North Africa
DJI,2007,3086.3462,.8054509999999999,,5290.0322,Middle East & North Africa
DJI,2008,3479.2356,.8163579999999999,,6627.4956,Middle East & North Africa
DJI,2009,2891.5369,.827823,,8159.5967,Middle East & North Africa
DJI,2010,2565.9373,.840198,,9458.4609,Middle East & North Africa
DJI,2011,3404.5359,.8536739999999999,,10801.676,Middle East & North Africa
DJI,2012,3686.3657,.8681369999999999,,11950.146,Middle East & North Africa
DJI,2013,3717.7231,.883293,,8222.0078,Middle East & North Africa
DJI,2014,3983.3726,.8986949999999999,,8601.5146,Middle East & North Africa
DJI,2015,4342.9346,.9139929999999999,,9326.6836,Middle East & North Africa
DJI,2016,4320.9272,.9291119999999999,,9246.3691,Middle East & North Africa
DJI,2017,4091.9465,.9440989999999999,,9542.2148,Middle East & North Africa
DJI,2018,5741.1577,.958923,,10366.597,Middle East & North Africa
DJI,2019,5970.2817,.97356,,11176.517,Middle East & North Africa
DMA,1950,,,,,Latin America & Caribbean
DMA,1951,,,,,Latin America & Caribbean
DMA,1952,,,,,Latin America & Caribbean
DMA,1953,,,,,Latin America & Caribbean
DMA,1954,,,,,Latin America & Caribbean
DMA,1955,,,,,Latin America & Caribbean
DMA,1956,,,,,Latin America & Caribbean
DMA,1957,,,,,Latin America & Caribbean
DMA,1958,,,,,Latin America & Caribbean
DMA,1959,,,,,Latin America & Caribbean
DMA,1960,,,,,Latin America & Caribbean
DMA,1961,,,,,Latin America & Caribbean
DMA,1962,,,,,Latin America & Caribbean
DMA,1963,,,,,Latin America & Caribbean
DMA,1964,,,,,Latin America & Caribbean
DMA,1965,,,,,Latin America & Caribbean
DMA,1966,,,,,Latin America & Caribbean
DMA,1967,,,,,Latin America & Caribbean
DMA,1968,,,,,Latin America & Caribbean
DMA,1969,,,,,Latin America & Caribbean
DMA,1970,342.89694,.071073,,158.64378,Latin America & Caribbean
DMA,1971,371.18332,.071568,,187.43008,Latin America & Caribbean
DMA,1972,396.09155,.071731,,203.54958,Latin America & Caribbean
DMA,1973,425.7825,.071738,,208.53481,Latin America & Caribbean
DMA,1974,395.88434,.071802,,203.21561,Latin America & Caribbean
DMA,1975,418.2197,.072094,,209.48083,Latin America & Caribbean
DMA,1976,437.76349,.072654,,212.91936,Latin America & Caribbean
DMA,1977,436.1467,.07344,,216.79137,Latin America & Caribbean
DMA,1978,491.23248,.074284,,223.67595,Latin America & Caribbean
DMA,1979,421.31198,.074955,,229.31511,Latin America & Caribbean
DMA,1980,458.16333,.075314,,255.36842,Latin America & Caribbean
DMA,1981,521.45868,.075309,,271.38666,Latin America & Caribbean
DMA,1982,546.25946,.075003,,284.70935,Latin America & Caribbean
DMA,1983,561.42548,.074483,,294.21362,Latin America & Caribbean
DMA,1984,578.36224,.073851,,313.60098,Latin America & Caribbean
DMA,1985,539.51068,.073201,,323.42728,Latin America & Caribbean
DMA,1986,579.961,.072533,,327.22659,Latin America & Caribbean
DMA,1987,619.04755,.071842,,331.46814,Latin America & Caribbean
DMA,1988,646.58423,.071208,,352.36032,Latin America & Caribbean
DMA,1989,638.57971,.070723,,386.42661,Latin America & Caribbean
DMA,1990,678.23389,.070419,,426.05423,Latin America & Caribbean
DMA,1991,657.1488,.070374,,450.83273,Latin America & Caribbean
DMA,1992,692.76563,.070544,,454.2106,Latin America & Caribbean
DMA,1993,706.77435,.070831,,455.26871,Latin America & Caribbean
DMA,1994,684.11047,.071043,,457.48517,Latin America & Caribbean
DMA,1995,724.48499,.071098,,474.32834,Latin America & Caribbean
DMA,1996,776.33099,.070936,,485.17389,Latin America & Caribbean
DMA,1997,707.17859,.070599,,501.4541,Latin America & Caribbean
DMA,1998,619.64014,.070185,,509.5957,Latin America & Caribbean
DMA,1999,613.22388,.069835,,529.70593,Latin America & Caribbean
DMA,2000,651.50153,.06965,,561.10742,Latin America & Caribbean
DMA,2001,536.39148,.069661,,590.1969,Latin America & Caribbean
DMA,2002,517.87708,.069837,,619.67499,Latin America & Caribbean
DMA,2003,530.49701,.0701,,671.20178,Latin America & Caribbean
DMA,2004,522.82538,.070382,,750.80426,Latin America & Caribbean
DMA,2005,568.39301,.070589,,870.38013,Latin America & Caribbean
DMA,2006,581.56549,.070718,,1030.3844,Latin America & Caribbean
DMA,2007,627.89764,.070795,,1251.9209,Latin America & Caribbean
DMA,2008,717.57782,.070827,,1573.8624,Latin America & Caribbean
DMA,2009,630.00702,.070851,,1968.7166,Latin America & Caribbean
DMA,2010,711.16095,.070878,,2374.6484,Latin America & Caribbean
DMA,2011,681.84778,.070916,,2580.4312,Latin America & Caribbean
DMA,2012,735.66406,.070965,,2538.002,Latin America & Caribbean
DMA,2013,713.89856,.071016,,2471.1382,Latin America & Caribbean
DMA,2014,746.95544,.071085,,2475.2451,Latin America & Caribbean
DMA,2015,721.41235,.071183,,2500.7429,Latin America & Caribbean
DMA,2016,772.64648,.071307,,2497.2769,Latin America & Caribbean
DMA,2017,722.85907,.071458,,2560.5247,Latin America & Caribbean
DMA,2018,706.05792,.071625,,2742.3635,Latin America & Caribbean
DMA,2019,741.6142,.071808,,2821.0688,Latin America & Caribbean
DNK,1950,45009.82,4.273152246017139,2.8421762,170092.58,Europe & Central Asia
DNK,1951,44230.969,4.305788637747277,2.7610555,172019.25,Europe & Central Asia
DNK,1952,45167.422,4.336184196663657,2.68225,174097.47,Europe & Central Asia
DNK,1953,48024.563,4.371481726446841,2.6056938,178411.67,Europe & Central Asia
DNK,1954,49626.141,4.408220507226483,2.5175304,183300.67,Europe & Central Asia
DNK,1955,49440.996,4.441237129689551,2.4115477,186270.16,Europe & Central Asia
DNK,1956,50474.43,4.468722039043072,2.4438982,191018.23,Europe & Central Asia
DNK,1957,53023.121,4.49009272371251,2.4766829,196696.53,Europe & Central Asia
DNK,1958,54031.98,4.517407316414017,2.5099072,200854.77,Europe & Central Asia
DNK,1959,58538.715,4.548927346895658,2.5435774,210236.05,Europe & Central Asia
DNK,1960,62189.945,4.583308410884669,2.5718968,221992.94,Europe & Central Asia
DNK,1961,66130.258,4.612140109898238,2.5898507,233904.84,Europe & Central Asia
DNK,1962,69306.844,4.649240992467457,2.6079299,247596.67,Europe & Central Asia
DNK,1963,70440.258,4.685939221663287,2.6261353,257979.41,Europe & Central Asia
DNK,1964,76187.469,4.722549668607098,2.6444678,273840.63,Europe & Central Asia
DNK,1965,79516.078,4.760497840739281,2.6629283,290902.31,Europe & Central Asia
DNK,1966,81621.289,4.799917796825146,2.6815176,306261.56,Europe & Central Asia
DNK,1967,86031.367,4.841238429498198,2.7002368,322113.19,Europe & Central Asia
DNK,1968,90940.242,4.869752872003112,2.7190864,339056.78,Europe & Central Asia
DNK,1969,96764.805,4.893151612940657,2.7380679,359942.19,Europe & Central Asia
DNK,1970,98012.055,4.931241,2.7571816,382182.69,Europe & Central Asia
DNK,1971,100734.2,4.961761999999999,2.7752223,402452.56,Europe & Central Asia
DNK,1972,104950.85,4.990546,2.793381,425208.78,Europe & Central Asia
DNK,1973,108959.98,5.017247999999999,2.8116584,449655.59,Europe & Central Asia
DNK,1974,107304.63,5.041418999999999,2.8300555,470662.66,Europe & Central Asia
DNK,1975,105588.65,5.062729,2.8485727,486622.22,Europe & Central Asia
DNK,1976,111504.43,5.081267,2.8672113,502244.09,Europe & Central Asia
DNK,1977,114321.35,5.097045,2.8859718,512675.44,Europe & Central Asia
DNK,1978,117542.44,5.10969,2.9048553,518825.25,Europe & Central Asia
DNK,1979,122231.52,5.118707,2.923862,524564.75,Europe & Central Asia
DNK,1980,122870.79,5.123945,2.9429932,525133.19,Europe & Central Asia
DNK,1981,118541.97,5.125298,2.9587431,517731.31,Europe & Central Asia
DNK,1982,120455.35,5.123349,2.974577,506575.84,Europe & Central Asia
DNK,1983,121519.66,5.119606999999999,2.9904957,493072.28,Europe & Central Asia
DNK,1984,124052.63,5.116058,3.0064995,487195.13,Europe & Central Asia
DNK,1985,125943.36,5.114243,3.0225892,493900.81,Europe & Central Asia
DNK,1986,135211.92,5.114656999999999,3.038765,512421.13,Europe & Central Asia
DNK,1987,138454.03,5.117277,3.0550272,533565.19,Europe & Central Asia
DNK,1988,138433.88,5.122440999999999,3.0713763,555681.75,Europe & Central Asia
DNK,1989,139260.84,5.130361,3.0878131,581646.5,Europe & Central Asia
DNK,1990,143015.42,5.141115,3.1043379,607417,Europe & Central Asia
DNK,1991,143543.72,5.154908,3.1234818,633288.44,Europe & Central Asia
DNK,1992,149179.14,5.17165,3.1427436,658559.56,Europe & Central Asia
DNK,1993,148057.61,5.190742,3.1621244,681361.13,Europe & Central Asia
DNK,1994,154709.81,5.211334,3.1816247,704645.94,Europe & Central Asia
DNK,1995,159860.34,5.232704,3.2012448,727402.75,Europe & Central Asia
DNK,1996,165846.34,5.25486,3.2209866,744687.25,Europe & Central Asia
DNK,1997,174630.67,5.277711,3.2408497,748868,Europe & Central Asia
DNK,1998,180018.11,5.300379,3.2608356,750533.81,Europe & Central Asia
DNK,1999,188659.22,5.321774,3.2809443,746679.25,Europe & Central Asia
DNK,2000,199781.8,5.341194,3.3011775,739702.94,Europe & Central Asia
DNK,2001,199670.38,5.358061999999999,3.3147187,755563.75,Europe & Central Asia
DNK,2002,199138.92,5.372801,3.3283157,747043.44,Europe & Central Asia
DNK,2003,202979.08,5.386968,3.3419685,769985.94,Europe & Central Asia
DNK,2004,213716.55,5.402761,3.3556771,802785.19,Europe & Central Asia
DNK,2005,233303.5,5.421702,3.369442,822609.31,Europe & Central Asia
DNK,2006,242721,5.444286,3.3832636,908983.88,Europe & Central Asia
DNK,2007,249906.09,5.469920999999999,3.3971417,950982.5,Europe & Central Asia
DNK,2008,265509.16,5.497729,3.4110768,1084136.8,Europe & Central Asia
DNK,2009,254246.05,5.526388,3.4250691,1166382.4,Europe & Central Asia
DNK,2010,271409.97,5.554844,3.4391186,1285956.4,Europe & Central Asia
DNK,2011,277400.34,5.582978,3.4565549,1398277.6,Europe & Central Asia
DNK,2012,275497.22,5.610903,3.4740794,1392568.9,Europe & Central Asia
DNK,2013,270459.78,5.638145,3.491693,1418508.4,Europe & Central Asia
DNK,2014,271095.53,5.664196,3.5093956,1422894.9,Europe & Central Asia
DNK,2015,270172.66,5.688695,3.5271883,1417751.3,Europe & Central Asia
DNK,2016,279456.81,5.711348999999999,3.5450711,1506761.1,Europe & Central Asia
DNK,2017,296195.75,5.732273999999999,3.5630443,1549657.8,Europe & Central Asia
DNK,2018,298718.47,5.752126,3.5811088,1568493.4,Europe & Central Asia
DNK,2019,311838,5.771876,3.5992649,1594880,Europe & Central Asia
DOM,1950,,,,,Latin America & Caribbean
DOM,1951,6034.6001,2.461222944735682,1.3795304,22515.572,Latin America & Caribbean
DOM,1952,6322.0122,2.534700540907577,1.3797145,28683.119,Latin America & Caribbean
DOM,1953,6362.7212,2.613623536320393,1.3798984,28882.992,Latin America & Caribbean
DOM,1954,6986.606,2.697262287742062,1.3800824,28259.842,Latin America & Caribbean
DOM,1955,7043.2974,2.784891033021538,1.3802664,27997.73,Latin America & Caribbean
DOM,1956,7578.1265,2.876993451881143,1.3803663,28417.822,Latin America & Caribbean
DOM,1957,8118.1367,2.974055649718836,1.3804661,28520.861,Latin America & Caribbean
DOM,1958,7975.771,3.07534919614037,1.3805659,29466.639,Latin America & Caribbean
DOM,1959,8934.3721,3.180146631021751,1.3806657,31522.74,Latin America & Caribbean
DOM,1960,10632.892,3.287722677347061,1.3807656,30189.701,Latin America & Caribbean
DOM,1961,10432.826,3.398689818215026,1.3887763,25229.551,Latin America & Caribbean
DOM,1962,11496.496,3.513531005645276,1.3968335,30287.41,Latin America & Caribbean
DOM,1963,11145.071,3.631328849111322,1.4049375,31482.17,Latin America & Caribbean
DOM,1964,11518.104,3.751162562140782,1.4130886,32845.664,Latin America & Caribbean
DOM,1965,10781.7,3.872111358261271,1.4212868,28435.375,Latin America & Caribbean
DOM,1966,11098.959,3.99472246989684,1.4373713,32574.777,Latin America & Caribbean
DOM,1967,11464.99,4.119609835551599,1.4536377,31950.527,Latin America & Caribbean
DOM,1968,11236.714,4.245952606589473,1.4700882,32075.16,Latin America & Caribbean
DOM,1969,12158.753,4.372929449239256,1.486725,34114.273,Latin America & Caribbean
DOM,1970,13963.445,4.49972,1.5035501,36440.277,Latin America & Caribbean
DOM,1971,15098.826,4.62721,1.5199965,36411.168,Latin America & Caribbean
DOM,1972,18190.594,4.755459,1.5366231,41522.293,Latin America & Caribbean
DOM,1973,19987.078,4.884461,1.5534314,44201.965,Latin America & Caribbean
DOM,1974,19877.463,5.014189,1.5704236,48337.578,Latin America & Caribbean
DOM,1975,20800.057,5.144636999999999,1.5876017,52736.867,Latin America & Caribbean
DOM,1976,23703.842,5.27577,1.6098655,54280.309,Latin America & Caribbean
DOM,1977,23466.834,5.4075,1.6324418,58023.723,Latin America & Caribbean
DOM,1978,23636.885,5.53959,1.6553345,60135.469,Latin America & Caribbean
DOM,1979,24533.881,5.671797,1.6785482,66776.125,Latin America & Caribbean
DOM,1980,23783.172,5.803927,1.7020875,71623.953,Latin America & Caribbean
DOM,1981,27108.225,5.935909,1.7227011,71338.656,Latin America & Caribbean
DOM,1982,27568.672,6.067769999999999,1.7417855,67854.273,Latin America & Caribbean
DOM,1983,28998.031,6.199661,1.7610815,65159.656,Latin America & Caribbean
DOM,1984,32450.738,6.331764,1.7805911,61319.82,Latin America & Caribbean
DOM,1985,33167.895,6.464229,1.8003169,75922.391,Latin America & Caribbean
DOM,1986,35243.582,6.596962,1.8231457,85392.414,Latin America & Caribbean
DOM,1987,39390.996,6.729933,1.8462639,87572.977,Latin America & Caribbean
DOM,1988,41856.039,6.863441,1.8696752,82636.68,Latin America & Caribbean
DOM,1989,39299.34,6.997888,1.8933834,87042.32,Latin America & Caribbean
DOM,1990,36452.879,7.133494,1.9173923,90115.703,Latin America & Caribbean
DOM,1991,37118.355,7.270409,1.9422297,88727.82,Latin America & Caribbean
DOM,1992,43368.699,7.408341999999999,1.9673887,91974.164,Latin America & Caribbean
DOM,1993,47489.691,7.546462999999999,1.9928739,95558.555,Latin America & Caribbean
DOM,1994,49964.348,7.683707,2.0186889,101651.81,Latin America & Caribbean
DOM,1995,51053.34,7.819247,2.0448384,105655.08,Latin America & Caribbean
DOM,1996,53062.656,7.952763,2.067143,111629.55,Latin America & Caribbean
DOM,1997,58751.848,8.084406999999999,2.0896904,118722.27,Latin America & Caribbean
DOM,1998,65983.289,8.214426,2.1124842,130919.97,Latin America & Caribbean
DOM,1999,70425.563,8.343283,2.1355264,141144.86,Latin America & Caribbean
